f,seed,round,agent_id,belief
0.05,0,3,5,0.14295564703421
0.05,0,3,6,0.14242616763102087
0.05,0,3,7,0.14242616763102095
0.05,0,3,8,0.14281977461045986
0.05,0,3,9,0.1422902952072708
0.05,0,3,10,0.1415030812483928
0.05,0,3,11,0.14281977461045992
0.05,0,3,12,0.14150308124839286
0.05,0,3,13,0.1420325606515819
0.05,0,3,14,0.14295564703421
0.05,0,3,15,0.14203256065158196
0.05,0,3,16,0.14242616763102092
0.05,0,3,17,0.1438787334168381
0.05,0,3,18,0.14242616763102087
0.05,0,3,19,0.1418966882278318
0.05,0,4,0,0.999999999
0.05,0,4,1,0.14520010417063428
0.05,0,4,2,0.14419612548205818
0.05,0,4,3,0.14520010417063428
0.05,0,4,4,0.14349227211530421
0.05,0,4,5,0.14530370689374372
0.05,0,4,6,0.14489997884881206
0.05,0,4,7,0.1441961254820582
0.05,0,4,8,0.1447963761257026
0.05,0,4,9,0.1447963761257026
0.05,0,4,10,0.14349227211530427
0.05,0,4,11,0.14479637612570267
0.05,0,4,12,0.14419612548205815
0.05,0,4,13,0.1441961254820582
0.05,0,4,14,0.14530370689374372
0.05,0,4,15,0.14419612548205823
0.05,0,4,16,0.14449625080388043
0.05,0,4,17,0.14530370689374375
0.05,0,4,18,0.14489997884881203
0.05,0,4,19,0.1437923974371265
0.05,0,5,0,0.999999999
0.05,0,5,1,0.14666677187942864
0.05,0,5,2,0.1461817208542614
0.05,0,5,3,0.14666677187942864
0.05,0,5,4,0.14528670557209122
0.05,0,5,5,0.14707673613643155
0.05,0,5,6,0.14675049125163828
0.05,0,5,7,0.14561295045688455
0.05,0,5,8,0.14666677187942861
0.05,0,5,9,0.1460980014820517
0.05,0,5,10,0.14561295045688452
0.05,0,5,11,0.1463405269946354
0.05,0,5,12,0.14585547596946816
0.05,0,5,13,0.14561295045688452
0.05,0,5,14,0.14650796573905467
0.05,0,5,15,0.14561295045688458
0.05,0,5,16,0.1460980014820518
0.05,0,5,17,0.14707673613643157
0.05,0,5,18,0.146424246366845
0.05,0,5,19,0.14528670557209125
0.05,0,6,0,0.999999999
0.05,0,6,1,0.14705069848507446
0.05,0,6,2,0.1471209376193859
0.05,0,6,3,0.1472541732795302
0.05,0,6,4,0.14609632103862846
0.05,0,6,5,0.14739465154815315
0.05,0,6,6,0.14759812634260897
0.05,0,6,7,0.14616656017293997
0.05,0,6,8,0.1470506984850744
0.05,0,6,9,0.14705069848507443
0.05,0,6,10,0.14637003496739573
0.05,0,6,11,0.14698045935076295
0.05,0,6,12,0.14684722369061867
0.05,0,6,13,0.146643748896163
0.05,0,6,14,0.14712093761938594
0.05,0,6,15,0.14664374889616302
0.05,0,6,16,0.14677698455630728
0.05,0,6,17,0.14759812634260888
0.05,0,6,18,0.1470506984850745
0.05,0,6,19,0.14609632103862852
0.05,0,7,0,0.999999999
0.05,0,7,1,0.14726763655887135
0.05,0,7,2,0.1469171252341154
0.05,0,7,3,0.14720713861836945
0.05,0,7,4,0.14603460876309807
0.05,0,7,5,0.14732813449937318
0.05,0,7,6,0.147739143764631
0.05,0,7,7,0.1465061159688577
0.05,0,7,8,0.1468566272936135
0.05,0,7,9,0.1470318829559915
0.05,0,7,10,0.14668137163123565
0.05,0,7,11,0.14697138501548965
0.05,0,7,12,0.14709238089649337
0.05,0,7,13,0.14691712523411546
0.05,0,7,14,0.14709238089649337
0.05,0,7,15,0.1469171252341155
0.05,0,7,16,0.14703188295599157
0.05,0,7,17,0.14732813449937318
0.05,0,7,18,0.14703188295599154
0.05,0,7,19,0.14620986442547607
0.05,0,8,0,0.999999999
0.05,0,8,1,0.1477395515857918
0.05,0,8,2,0.1476387707659391
0.05,0,8,3,0.1475325115627499
0.05,0,8,4,0.14650278983087694
0.05,0,8,5,0.14779268118738634
0.05,0,8,6,0.14836067165491748
0.05,0,8,7,0.1472778203214499
0.05,0,8,8,0.14758564116434444
0.05,0,8,9,0.14737860114130258
0.05,0,8,10,0.1472246907198553
0.05,0,8,11,0.14732547153970804
0.05,0,8,12,0.1475856411643445
0.05,0,8,13,0.1476387707659391
0.05,0,8,14,0.1477926811873864
0.05,0,8,15,0.14727782032144993
0.05,0,8,16,0.14753251156274996
0.05,0,8,17,0.1476387707659391
0.05,0,8,18,0.14773955158579183
0.05,0,8,19,0.14681061067377157
0.05,0,9,0,0.999999999
0.05,0,9,1,0.14838827751710706
0.05,0,9,2,0.14797667707575085
0.05,0,9,3,0.1478819545860508
0.05,0,9,4,0.14696403121363832
0.05,0,9,5,0.14825107736998827
0.05,0,9,6,0.14894196169301338
0.05,0,9,7,0.14797667707575088
0.05,0,9,8,0.1480665159780195
0.05,0,9,9,0.14806651597801956
0.05,0,9,10,0.14774475443893206
0.05,0,9,11,0.14783459334120078
0.05,0,9,12,0.14806651597801956
0.05,0,9,13,0.14811387722286962
0.05,0,9,14,0.14825107736998833
0.05,0,9,15,0.14779211568378212
0.05,0,9,16,0.14788195458605086
0.05,0,9,17,0.1481138772228696
0.05,0,9,18,0.1482037161251383
0.05,0,9,19,0.14756019304696333
0.05,0,10,0,0.999999999
0.05,0,10,1,0.14812022723443316
0.05,0,10,2,0.14774893817650875
0.05,0,10,3,0.1474970068399518
0.05,0,10,4,0.14683546897099484
0.05,0,10,5,0.14799646421512497
0.05,0,10,6,0.14845319881788197
0.05,0,10,7,0.14774893817650875
0.05,0,10,8,0.14782997842340057
0.05,0,10,9,0.1476634926316762
0.05,0,10,10,0.14753972961236808
0.05,0,10,11,0.14762076985925995
0.05,0,10,12,0.1476634926316762
0.05,0,10,13,0.14770621540409248
0.05,0,10,14,0.14770621540409248
0.05,0,10,15,0.1472922035737518
0.05,0,10,16,0.14749700683995182
0.05,0,10,17,0.14770621540409246
0.05,0,10,18,0.14795374144270876
0.05,0,10,19,0.14708299500961117
0.05,0,11,0,0.999999999
0.05,0,11,1,0.14880579547057768
0.05,0,11,2,0.14820326802185632
0.05,0,11,3,0.1480865325591978
0.05,0,11,4,0.14737128198490942
0.05,0,11,5,0.14842871427299037
0.05,0,11,6,0.14910906536348412
0.05,0,11,7,0.1484676260938766
0.05,0,11,8,0.1483898024521042
0.05,0,11,9,0.1483898024521042
0.05,0,11,10,0.14801272125451692
0.05,0,11,11,0.14819925568476483
0.05,0,11,12,0.14812544438008396
0.05,0,11,13,0.1484287142729904
0.05,0,11,14,0.14827707932653716
0.05,0,11,15,0.14778727500338287
0.05,0,11,16,0.14808653255919782
0.05,0,11,17,0.14816435620097013
0.05,0,11,18,0.1486541605241245
0.05,0,11,19,0.14770945136161054
0.05,0,12,0,0.999999999
0.05,0,12,1,0.14993593862657
0.05,0,12,2,0.14914004804071668
0.05,0,12,3,0.14903287280991379
0.05,0,12,4,0.14847969028156185
0.05,0,12,5,0.14958973907878506
0.05,0,12,6,0.1500751551937878
0.05,0,12,7,0.14948624758850157
0.05,0,12,8,0.14931130594434938
0.05,0,12,9,0.14941479743463296
0.05,0,12,10,0.14906859788684806
0.05,0,12,11,0.14913636430019733
0.05,0,12,12,0.1491720893771316
0.05,0,12,13,0.1494505225115673
0.05,0,12,14,0.14931130594434944
0.05,0,12,15,0.1487581234159975
0.05,0,12,16,0.14913636430019733
0.05,0,12,17,0.14910432296378237
0.05,0,12,18,0.14955401400185084
0.05,0,12,19,0.14879016475241247
0.05,0,13,0,0.999999999
0.05,0,13,1,0.1497072641637304
0.05,0,13,2,0.14919595601003455
0.05,0,13,3,0.14896821538397556
0.05,0,13,4,0.14845690723027974
0.05,0,13,5,0.14961160669063958
0.05,0,13,6,0.15006027815948675
0.05,0,13,7,0.1492916134831253
0.05,0,13,8,0.14922557190664112
0.05,0,13,9,0.14944990764106475
0.05,0,13,10,0.14890557869912688
0.05,0,13,11,0.14919255111839916
0.05,0,13,12,0.1490012361722176
0.05,0,13,13,0.14948292842930683
0.05,0,13,14,0.149354250167974
0.05,0,13,15,0.14871426375294539
0.05,0,13,16,0.14919255111839916
0.05,0,13,17,0.1490342569604597
0.05,0,13,18,0.14944990764106478
0.05,0,13,19,0.1486482221764613
0.05,0,14,0,0.999999999
0.05,0,14,1,0.14968862555674065
0.05,0,14,2,0.14921329834719377
0.05,0,14,3,0.14921013305904376
0.05,0,14,4,0.1486151827250727
0.05,0,14,5,0.14980824868116477
0.05,0,14,6,0.15022534697257456
0.05,0,14,7,0.1493022243684744
0.05,0,14,8,0.14944937930789215
0.05,0,14,9,0.14965792845359707
0.05,0,14,10,0.1489433549952018
0.05,0,14,11,0.14929905908032448
0.05,0,14,12,0.1492408301621873
0.05,0,14,13,0.14956900243231638
0.05,0,14,14,0.14936045328661154
0.05,0,14,15,0.14885442897392112
0.05,0,14,16,0.14921013305904382
0.05,0,14,17,0.14927152726533086
0.05,0,14,18,0.1494493793078922
0.05,0,14,19,0.1489126578920583
0.05,0,15,0,0.999999999
0.05,0,15,1,0.1501194722142622
0.05,0,15,2,0.1497584745643249
0.05,0,15,3,0.14967243770084296
0.05,0,15,4,0.14919968142255088
0.05,0,15,5,0.15031431051647773
0.05,0,15,6,0.15081574574926382
0.05,0,15,7,0.14975847456432487
0.05,0,15,8,0.14989595495755254
0.05,0,15,9,0.15009079325976818
0.05,0,15,10,0.14961803698147613
0.05,0,15,11,0.14983859704856461
0.05,0,15,12,0.14970111665533695
0.05,0,15,13,0.15000771358590737
0.05,0,15,14,0.15000771358590737
0.05,0,15,15,0.1494231986792605
0.05,0,15,16,0.14975551737470383
0.05,0,15,17,0.14981287528369172
0.05,0,15,18,0.14997903463141338
0.05,0,15,19,0.14958935802698217
0.05,0,16,0,0.999999999
0.05,0,16,1,0.15020947898243084
0.05,0,16,2,0.14987075066804156
0.05,0,16,3,0.14989488570066584
0.05,0,16,4,0.1492684739027219
0.05,0,16,5,0.15039229803873044
0.05,0,16,6,0.15086280057858498
0.05,0,16,7,0.1498707506680416
0.05,0,16,8,0.14999975012792074
0.05,0,16,9,0.1502874336114755
0.05,0,16,10,0.14966102181353164
0.05,0,16,11,0.1499459305315003
0.05,0,16,12,0.14973897644257636
0.05,0,16,13,0.1502094789824308
0.05,0,16,14,0.15002665992613107
0.05,0,16,15,0.14966102181353164
0.05,0,16,16,0.14979002127341087
0.05,0,16,17,0.14992179549887608
0.05,0,16,18,0.15018256918422054
0.05,0,16,19,0.14981693107162114
0.05,0,17,0,0.999999999
0.05,0,17,1,0.15041314386758065
0.05,0,17,2,0.15009409701488372
0.05,0,17,3,0.14994463316383774
0.05,0,17,4,0.1495268149240016
0.05,0,17,5,0.15041314386758053
0.05,0,17,6,0.15085630833937014
0.05,0,17,7,0.14999532562774448
0.05,0,17,8,0.15011682970616277
0.05,0,17,9,0.1503877976356272
0.05,0,17,10,0.14972435769828016
0.05,0,17,11,0.15016490862939533
0.05,0,17,12,0.14987120800865186
0.05,0,17,13,0.15031437248044136
0.05,0,17,14,0.1501421759381162
0.05,0,17,15,0.14989655424060525
0.05,0,17,16,0.14991928693188436
0.05,0,17,17,0.15004340455097695
0.05,0,17,18,0.15028902624848797
0.05,0,17,19,0.14994463316383777
0.05,0,18,0,0.999999999
0.05,0,18,1,0.1504077458832947
0.05,0,18,2,0.15019956646931393
0.05,0,18,3,0.1499649626459423
0.05,0,18,4,0.14966343570712184
0.05,0,18,5,0.15040774588329464
0.05,0,18,6,0.15082657473380096
0.05,0,18,7,0.1500128714196345
0.05,0,18,8,0.15005831017078194
0.05,0,18,9,0.15047713902128823
0.05,0,18,10,0.149687390093968
0.05,0,18,11,0.15026648958476274
0.05,0,18,12,0.1499889170327884
0.05,0,18,13,0.15024500522046141
0.05,0,18,14,0.15015165769562167
0.05,0,18,15,0.14991952389479482
0.05,0,18,16,0.1499410082590962
0.05,0,18,17,0.15015165769562167
0.05,0,18,18,0.15022105083361528
0.05,0,18,19,0.1499649626459423
0.05,0,19,0,0.999999999
0.05,0,19,1,0.15099727935905083
0.05,0,19,2,0.15079993668168823
0.05,0,19,3,0.1505117642196818
0.05,0,19,4,0.15022593320370406
0.05,0,19,5,0.1509314984665966
0.05,0,19,6,0.15148279449841986
0.05,0,19,7,0.1506229600044579
0.05,0,19,8,0.1506002525582969
0.05,0,19,9,0.15115154859012017
0.05,0,19,10,0.15031442154231925
0.05,0,19,11,0.15079759523565953
0.05,0,19,12,0.15060025255829695
0.05,0,19,13,0.1507772292355273
0.05,0,19,14,0.1506887408969121
0.05,0,19,15,0.15062296000445793
0.05,0,19,16,0.15048905677352084
0.05,0,19,17,0.15075452178936627
0.05,0,19,18,0.15082030268182048
0.05,0,19,19,0.15051176421968182
0.05,0,20,0,0.999999999
0.05,0,20,1,0.15064865687615953
0.05,0,20,2,0.15054518855938137
0.05,0,20,3,0.1501871646212905
0.05,0,20,4,0.1498529501770779
0.05,0,20,5,0.1506702407768073
0.05,0,20,6,0.15111014913102855
0.05,0,20,7,0.15037696854065985
0.05,0,20,8,0.15027127463065124
0.05,0,20,9,0.15079529299423325
0.05,0,20,10,0.1500836963045124
0.05,0,20,11,0.15039632684807722
0.05,0,20,12,0.15027127463065126
0.05,0,20,13,0.1505236046587336
0.05,0,20,14,0.1502928585312991
0.05,0,20,15,0.15037696854065988
0.05,0,20,16,0.15024969073000352
0.05,0,20,17,0.150417910748725
0.05,0,20,18,0.15056454686679877
0.05,0,20,19,0.15027127463065132
0.05,1,0,0,0.999999999
0.05,1,0,1,1e-09
0.05,1,0,2,1e-09
0.05,1,0,3,1e-09
0.05,1,0,4,1e-09
0.05,1,0,5,1e-09
0.05,1,0,6,1e-09
0.05,1,0,7,1e-09
0.05,1,0,8,1e-09
0.05,1,0,9,1e-09
0.05,1,0,10,1e-09
0.05,1,0,11,1e-09
0.05,1,0,12,1e-09
0.05,1,0,13,1e-09
0.05,1,0,14,1e-09
0.05,1,0,15,1e-09
0.05,1,0,16,1e-09
0.05,1,0,17,1e-09
0.05,1,0,18,1e-09
0.05,1,0,19,1e-09
0.05,1,1,0,0.999999999
0.05,1,1,1,0.12032067486896879
0.05,1,1,2,0.12032067486896877
0.05,1,1,3,0.12032067486896877
0.05,1,1,4,0.11787248924547691
0.05,1,1,5,0.12032067486896879
0.05,1,1,6,0.12032067486896879
0.05,1,1,7,0.11891640340833684
0.05,1,1,8,0.11891640340833684
0.05,1,1,9,0.11891640340833684
0.05,1,1,10,0.11787248924547693
0.05,1,1,11,0.11891640340833687
0.05,1,1,12,0.11891640340833684
0.05,1,1,13,0.12032067486896879
0.05,1,1,14,0.11787248924547693
0.05,1,1,15,0.12032067486896877
0.05,1,1,16,0.11891640340833684
0.05,1,1,17,0.12032067486896879
0.05,1,1,18,0.12032067486896879
0.05,1,1,19,0.11891640340833684
0.05,1,2,0,0.999999999
0.05,1,2,1,0.13694514046392997
0.05,1,2,2,0.13694514046392992
0.05,1,2,3,0.13694514046392997
0.05,1,2,4,0.13503280010473723
0.05,1,2,5,0.13637347318426857
0.05,1,2,6,0.13694514046392997
0.05,1,2,7,0.13694514046392992
0.05,1,2,8,0.1369451404639299
0.05,1,2,9,0.13617613466406003
0.05,1,2,10,0.13560446738439869
0.05,1,2,11,0.13694514046392994
0.05,1,2,12,0.1356044673843986
0.05,1,2,13,0.13637347318426854
0.05,1,2,14,0.13637347318426857
0.05,1,2,15,0.13637347318426857
0.05,1,2,16,0.13560446738439869
0.05,1,2,17,0.13771414626379977
0.05,1,2,18,0.13637347318426857
0.05,1,2,19,0.13560446738439866
0.05,1,3,0,0.999999999
0.05,1,3,1,0.14334925401364906
0.05,1,3,2,0.14242616763102087
0.05,1,3,3,0.14281977461045994
0.05,1,3,4,0.1415030812483928
0.05,1,3,5,0.14295564703421
0.05,1,3,6,0.14242616763102095
0.05,1,3,7,0.14242616763102098
0.05,1,3,8,0.1428197746104599
0.05,1,3,9,0.1422902952072708
0.05,1,3,10,0.14150308124839286
0.05,1,3,11,0.14281977461045992
0.05,1,3,12,0.14150308124839273
0.05,1,3,13,0.14203256065158193
0.05,1,3,14,0.14295564703421
0.05,1,3,15,0.14203256065158193
0.05,1,3,16,0.1424261676310209
0.05,1,3,17,0.14387873341683807
0.05,1,3,18,0.14242616763102095
0.05,1,3,19,0.14189668822783186
0.05,1,4,0,0.999999999
0.05,1,4,1,0.14520010417063436
0.05,1,4,2,0.14419612548205815
0.05,1,4,3,0.14520010417063436
0.05,1,4,4,0.14349227211530424
0.05,1,4,5,0.14530370689374372
0.05,1,4,6,0.14489997884881214
0.05,1,4,7,0.14419612548205818
0.05,1,4,8,0.1447963761257026
0.05,1,4,9,0.14479637612570262
0.05,1,4,10,0.14349227211530427
0.05,1,4,11,0.14479637612570265
0.05,1,4,12,0.1441961254820581
0.05,1,4,13,0.14419612548205818
0.05,1,4,14,0.14530370689374372
0.05,1,4,15,0.14419612548205818
0.05,1,4,16,0.1444962508038804
0.05,1,4,17,0.14530370689374375
0.05,1,4,18,0.1448999788488121
0.05,1,4,19,0.14379239743712652
0.05,1,5,0,0.999999999
0.05,1,5,1,0.14666677187942873
0.05,1,5,2,0.1461817208542614
0.05,1,5,3,0.14666677187942873
0.05,1,5,4,0.14528670557209122
0.05,1,5,5,0.14707673613643155
0.05,1,5,6,0.14675049125163836
0.05,1,5,7,0.14561295045688455
0.05,1,5,8,0.14666677187942861
0.05,1,5,9,0.14609800148205174
0.05,1,5,10,0.14561295045688452
0.05,1,5,11,0.1463405269946354
0.05,1,5,12,0.14585547596946807
0.05,1,5,13,0.14561295045688452
0.05,1,5,14,0.14650796573905467
0.05,1,5,15,0.14561295045688455
0.05,1,5,16,0.14609800148205174
0.05,1,5,17,0.14707673613643157
0.05,1,5,18,0.14642424636684503
0.05,1,5,19,0.14528670557209128
0.05,1,6,0,0.999999999
0.05,1,6,1,0.1470506984850745
0.05,1,6,2,0.14712093761938588
0.05,1,6,3,0.14725417327953025
0.05,1,6,4,0.1460963210386285
0.05,1,6,5,0.14739465154815315
0.05,1,6,6,0.1475981263426089
0.05,1,6,7,0.14616656017294002
0.05,1,6,8,0.1470506984850744
0.05,1,6,9,0.14705069848507446
0.05,1,6,10,0.14637003496739573
0.05,1,6,11,0.14698045935076298
0.05,1,6,12,0.14684722369061862
0.05,1,6,13,0.146643748896163
0.05,1,6,14,0.1471209376193859
0.05,1,6,15,0.14664374889616297
0.05,1,6,16,0.1467769845563072
0.05,1,6,17,0.14759812634260897
0.05,1,6,18,0.14705069848507446
0.05,1,6,19,0.14609632103862852
0.05,1,7,0,0.999999999
0.05,1,7,1,0.14726763655887135
0.05,1,7,2,0.14691712523411538
0.05,1,7,3,0.14720713861836948
0.05,1,7,4,0.14603460876309807
0.05,1,7,5,0.14732813449937318
0.05,1,7,6,0.14773914376463093
0.05,1,7,7,0.14650611596885774
0.05,1,7,8,0.1468566272936135
0.05,1,7,9,0.14703188295599154
0.05,1,7,10,0.14668137163123565
0.05,1,7,11,0.14697138501548968
0.05,1,7,12,0.14709238089649332
0.05,1,7,13,0.14691712523411546
0.05,1,7,14,0.14709238089649335
0.05,1,7,15,0.14691712523411543
0.05,1,7,16,0.14703188295599148
0.05,1,7,17,0.14732813449937324
0.05,1,7,18,0.1470318829559915
0.05,1,7,19,0.14620986442547607
0.05,1,8,0,0.999999999
0.05,1,8,1,0.14773955158579183
0.05,1,8,2,0.14763877076593906
0.05,1,8,3,0.14753251156274996
0.05,1,8,4,0.146502789830877
0.05,1,8,5,0.1477926811873864
0.05,1,8,6,0.14836067165491745
0.05,1,8,7,0.14727782032144993
0.05,1,8,8,0.14758564116434444
0.05,1,8,9,0.14737860114130263
0.05,1,8,10,0.14722469071985533
0.05,1,8,11,0.14732547153970801
0.05,1,8,12,0.14758564116434444
0.05,1,8,13,0.1476387707659391
0.05,1,8,14,0.1477926811873864
0.05,1,8,15,0.1472778203214499
0.05,1,8,16,0.14753251156274994
0.05,1,8,17,0.14763877076593912
0.05,1,8,18,0.1477395515857918
0.05,1,8,19,0.14681061067377157
0.05,1,9,0,0.999999999
0.05,1,9,1,0.1483882775171071
0.05,1,9,2,0.14797667707575082
0.05,1,9,3,0.14788195458605083
0.05,1,9,4,0.14696403121363835
0.05,1,9,5,0.14825107736998833
0.05,1,9,6,0.14894196169301338
0.05,1,9,7,0.1479766770757509
0.05,1,9,8,0.1480665159780195
0.05,1,9,9,0.1480665159780196
0.05,1,9,10,0.1477447544389321
0.05,1,9,11,0.14783459334120075
0.05,1,9,12,0.1480665159780195
0.05,1,9,13,0.14811387722286962
0.05,1,9,14,0.14825107736998833
0.05,1,9,15,0.1477921156837821
0.05,1,9,16,0.1478819545860508
0.05,1,9,17,0.14811387722286962
0.05,1,9,18,0.14820371612513827
0.05,1,9,19,0.14756019304696333
0.05,1,10,0,0.999999999
0.05,1,10,1,0.1481202272344332
0.05,1,10,2,0.14774893817650872
0.05,1,10,3,0.14749700683995184
0.05,1,10,4,0.1468354689709949
0.05,1,10,5,0.147996464215125
0.05,1,10,6,0.14845319881788197
0.05,1,10,7,0.14774893817650878
0.05,1,10,8,0.14782997842340057
0.05,1,10,9,0.14766349263167625
0.05,1,10,10,0.14753972961236808
0.05,1,10,11,0.14762076985925995
0.05,1,10,12,0.14766349263167614
0.05,1,10,13,0.14770621540409248
0.05,1,10,14,0.14770621540409246
0.05,1,10,15,0.14729220357375178
0.05,1,10,16,0.14749700683995182
0.05,1,10,17,0.14770621540409248
0.05,1,10,18,0.14795374144270873
0.05,1,10,19,0.14708299500961117
0.05,1,11,0,0.999999999
0.05,1,11,1,0.1488057954705777
0.05,1,11,2,0.14820326802185632
0.05,1,11,3,0.14808653255919782
0.05,1,11,4,0.14737128198490942
0.05,1,11,5,0.1484287142729904
0.05,1,11,6,0.14910906536348412
0.05,1,11,7,0.1484676260938766
0.05,1,11,8,0.1483898024521042
0.05,1,11,9,0.14838980245210423
0.05,1,11,10,0.14801272125451695
0.05,1,11,11,0.1481992556847648
0.05,1,11,12,0.1481254443800839
0.05,1,11,13,0.1484287142729904
0.05,1,11,14,0.14827707932653716
0.05,1,11,15,0.14778727500338287
0.05,1,11,16,0.1480865325591978
0.05,1,11,17,0.14816435620097015
0.05,1,11,18,0.14865416052412447
0.05,1,11,19,0.14770945136161054
0.05,1,12,0,0.999999999
0.05,1,12,1,0.14993593862657
0.05,1,12,2,0.14914004804071668
0.05,1,12,3,0.14903287280991379
0.05,1,12,4,0.14847969028156188
0.05,1,12,5,0.1495897390787851
0.05,1,12,6,0.1500751551937878
0.05,1,12,7,0.1494862475885016
0.05,1,12,8,0.1493113059443494
0.05,1,12,9,0.14941479743463298
0.05,1,12,10,0.1490685978868481
0.05,1,12,11,0.14913636430019733
0.05,1,12,12,0.14917208937713156
0.05,1,12,13,0.1494505225115673
0.05,1,12,14,0.14931130594434944
0.05,1,12,15,0.14875812341599748
0.05,1,12,16,0.14913636430019733
0.05,1,12,17,0.14910432296378237
0.05,1,12,18,0.14955401400185078
0.05,1,12,19,0.14879016475241247
0.05,1,13,0,0.999999999
0.05,1,13,1,0.1497072641637304
0.05,1,13,2,0.14919595601003455
0.05,1,13,3,0.14896821538397556
0.05,1,13,4,0.1484569072302798
0.05,1,13,5,0.14961160669063964
0.05,1,13,6,0.15006027815948675
0.05,1,13,7,0.14929161348312533
0.05,1,13,8,0.14922557190664115
0.05,1,13,9,0.14944990764106478
0.05,1,13,10,0.1489055786991269
0.05,1,13,11,0.14919255111839916
0.05,1,13,12,0.14900123617221758
0.05,1,13,13,0.14948292842930683
0.05,1,13,14,0.149354250167974
0.05,1,13,15,0.14871426375294533
0.05,1,13,16,0.14919255111839916
0.05,1,13,17,0.1490342569604597
0.05,1,13,18,0.14944990764106475
0.05,1,13,19,0.1486482221764613
0.05,1,14,0,0.999999999
0.05,1,14,1,0.14968862555674065
0.05,1,14,2,0.14921329834719374
0.05,1,14,3,0.1492101330590438
0.05,1,14,4,0.14861518272507274
0.05,1,14,5,0.14980824868116485
0.05,1,14,6,0.15022534697257459
0.05,1,14,7,0.14930222436847443
0.05,1,14,8,0.14944937930789218
0.05,1,14,9,0.1496579284535971
0.05,1,14,10,0.14894335499520184
0.05,1,14,11,0.14929905908032445
0.05,1,14,12,0.14924083016218728
0.05,1,14,13,0.14956900243231638
0.05,1,14,14,0.14936045328661152
0.05,1,14,15,0.1488544289739211
0.05,1,14,16,0.14921013305904382
0.05,1,14,17,0.14927152726533086
0.05,1,14,18,0.1494493793078922
0.05,1,14,19,0.1489126578920583
0.05,1,15,0,0.999999999
0.05,1,15,1,0.1501194722142622
0.05,1,15,2,0.14975847456432484
0.05,1,15,3,0.14967243770084296
0.05,1,15,4,0.1491996814225509
0.05,1,15,5,0.15031431051647778
0.05,1,15,6,0.1508157457492638
0.05,1,15,7,0.1497584745643249
0.05,1,15,8,0.14989595495755256
0.05,1,15,9,0.15009079325976823
0.05,1,15,10,0.14961803698147616
0.05,1,15,11,0.14983859704856464
0.05,1,15,12,0.14970111665533692
0.05,1,15,13,0.15000771358590737
0.05,1,15,14,0.15000771358590737
0.05,1,15,15,0.14942319867926046
0.05,1,15,16,0.14975551737470383
0.05,1,15,17,0.14981287528369172
0.05,1,15,18,0.14997903463141338
0.05,1,15,19,0.14958935802698217
0.05,1,16,0,0.999999999
0.05,1,16,1,0.1502094789824308
0.05,1,16,2,0.14987075066804156
0.05,1,16,3,0.14989488570066584
0.05,1,16,4,0.14926847390272197
0.05,1,16,5,0.1503922980387305
0.05,1,16,6,0.15086280057858498
0.05,1,16,7,0.14987075066804162
0.05,1,16,8,0.14999975012792077
0.05,1,16,9,0.15028743361147556
